gender,age,grade_aggregate,dream_job,fav_sub1,fav_sub2,fav_sub3,interest,learning_style,selected_program
Male ,28,18,Soil Scientist,Biology,Chemistry,Physics,Agriculture,Verbal,BSc. Agricultural Engineering
Male ,29,7,Full-Stack Developer,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Female,21,14,Family Law Attorney,English Language,Mathematics,History,History,Logical,BSc. Family & Child Studies
Male ,27,13,Environmental Engineer,Mathematics,Physics,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Male ,22,11,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts (Business/Science/ Vocational Background)
Female,30,15,Sculptor,Creative Arts,English Language,General Knowledge in Art,Arts,Kinesthetic,Bachelor of Fine Arts
Female,28,7,Management Analyst,Business,Mathematics,Economics,Business,Logical,BSc. Administration - Legon Campus
Male ,28,7,Compounding Pharmacist,Chemistry,Mathematics,Biology,Science,Logical,Doctor of Pharmacy
Male ,18,13,Biomaterials Engineer,Physics,Chemistry,Biology,Science,Verbal,BSc. Materials Science & Engineering
Female,27,16,Market Research Analyst,Mathematics,Mathematics,Business,Marketing,Logical,BSc. Administration - City Campus
Male ,30,12,Software Developer,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Male ,30,12,Hardware Design Engineer,General Knowledge in Art,Physics,Mathematics,Technology,Spatial,BSc. Mathematical Sciences
Female,15,9,Physical Therapist,Biology,Chemistry,Physics,Fitness,Kinesthetic,BA. Sports and Physical Culture
Female,16,8,Forensic Psychologist,Biology,Chemistry,English Language,Technology,Logical,BSc. Psychology
Female,23,14,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,17,7,Plastic Surgeon,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Surgery
Male ,27,21,Systems Analyst,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology - Distance Education
Female,25,14,Artificial Intelligence Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,28,7,English Teacher,English Language,Social Studies,Creative Arts,Education,Verbal,BA. Education (English)
Male ,17,8,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,28,21,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts Full-Fee Paying
Male ,28,8,Pediatric Dentist,Biology,Chemistry,English Language,Science,Naturalistic,Bachelor of Dental Surgery
Male ,30,6,Radiologist,Biology,Chemistry,Physics,Science,Visual,Bachelor of Medicine
Female,29,9,Educational Administrator,Social Studies,English Language,Mathematics,Education,Reflective,B.Ed. (JHS Specialism)
Male ,30,7,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (General Arts Background)
Female,17,13,Musician,Theater Arts,Creative Arts,English Language,Music,Auditory,Bachelor of Arts (General Arts Background)
Female,25,7,Business Intelligence Developer,Business,ICT,Mathematics,Business,Analytical,BSc. Computer Engineering
Female,20,19,Data Analyst,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,30,10,Geochemist,Chemistry,Science,Mathematics,Science,Analytical,BSc. Earth Sciences
Female,14,9,Oral and Maxillofacial Surgeon,Biology,Chemistry,Physics,Science,Logical,Bachelor of Dental Surgery
Female,30,10,Network Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Computer Engineering (Full-Feepaying)
Male ,29,11,Information Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Male ,27,16,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts (General Arts Background)
Male ,20,13,Computer Systems Analyst,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Male ,15,9,Database Manager,ICT,Mathematics,ICT,Technology,Logical,BSc. Computer Engineering
Female,16,14,Quality Control Technician,Physics,Chemistry,Mathematics,Technology,Tactile,BSc. Materials Science & Engineering
Female,25,8,Pharmacy Technician,Mathematics,Chemistry,Biology,Science,Logical,Doctor of Pharmacy
Female,18,13,Web Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology (Full-Feepaying)
Female,18,18,Web Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology - Distance Education
Female,29,14,Artificial Intelligence Engineer,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,23,7,Dental Laboratory Technician,General Knowledge in Art,Chemistry,Biology,Technology,Logical,Bachelor of Dental Surgery
Male ,19,13,Zoologist,Biology,Chemistry,Geography,Animals,Naturalistic,BSc. Biological Sciences
Female,28,7,Diagnostic Medical Sonographer,Biology,Physics,Chemistry,Science,Verbal,BSc. Diagnostic Radiography
Female,16,7,Pharmacy Technician,Mathematics,Chemistry,Biology,Science,Logical,Doctor of Pharmacy
Female,23,13,IT Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,19,22,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts City Campus
Male ,16,17,Educational Psychologist,Psychology,Social Studies,English Language,Education,Verbal,BSc. Psychology
Female,30,15,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts (General Arts Background)
Male ,22,12,Epidemiologist,Mathematics,Biology,Chemistry,Science,Analytical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,27,19,Social Psychologist,Psychology,Social Studies,English Language,Social,Verbal,BSc. Psychology
Male ,29,7,Chief Operating Officer (COO),Business,Economics,Mathematics,Business,Logical,BSc. Administration - Legon Campus
Female,30,9,Cyber Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Female,18,6,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts (General Arts Background)
Female,16,13,Cyber Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,26,10,Mobile Applications Developer,ICT,Mathematics,English Language,Technology,Visual,BSc. Computer Engineering (Full-Feepaying)
Male ,15,7,Cloud Architect,Mathematics,ICT,ICT,Technology,Analytical,BSc. Computer Engineering
Male ,15,9,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Female,30,7,Plastic Surgeon,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Surgery
Male ,31,6,Medical Science Liaison,Biology,Chemistry,Mathematics,Science,Logical,Doctor of Pharmacy
Female,29,23,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts City Campus
Female,28,7,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,14,9,Orthodontist,Biology,Mathematics,Physics,Science,Visual,Bachelor of Dental Surgery
Male ,23,7,Intellectual Property Lawyer,English Language,Mathematics,Physics,Technology,Analytical,Bachelor of Law
Male ,22,15,Food Process Engineer,Mathematics,Biology,Chemistry,Food Science,Logical,BSc. Food Process Engineering
Female,22,16,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - City Campus
Male ,18,22,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts Full-Fee Paying
Male ,20,10,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,15,11,Oceanographer,Biology,Chemistry,Physics,Science,Naturalistic,BSc. Earth Sciences
Male ,24,12,Biomechanical Engineer,Mathematics,Physics,Biology,Science,Analytical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,15,6,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts (General Arts Background)
Male ,23,6,Pharmacy Technician,Mathematics,Chemistry,Biology,Science,Logical,Doctor of Pharmacy
Male ,14,6,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts (General Arts Background)
Male ,25,14,Psychologist,Biology,English Language,Mathematics,Science,Verbal,BSc. Psychology
Male ,29,29,Tax Manager,Mathematics,Business,Economics,Business,Logical,BSc. Administration - Distance Education
Male ,21,23,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts City Campus
Male ,26,19,Precision Agriculture Specialist,Mathematics,Agricultural Science,Physics,Agriculture,Logical,BSc. Agricultural Engineering
Male ,18,9,Guidance Counselor,English Language,Social Studies,Religious and Moral Education,Education,Social,BA. Education
Female,22,7,Endocrinologist,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Medicine
Male ,27,8,Human Resources Manager,Psychology,Economics,Mathematics,Business,Social,BSc. Administration - Legon Campus
Female,20,14,Orthopedic Physical Therapist,Biology,Chemistry,Mathematics,Engineering,Visual,BSc. Physiotherapy
Female,25,11,Web Developer,ICT,Mathematics,Creative Arts,Technology,Visual,BSc. Information Technology
Male ,14,9,Educational Administrator,Social Studies,English Language,Mathematics,Education,Reflective,B.Ed. (JHS Specialism)
Female,16,13,Musician,Theater Arts,Creative Arts,English Language,Music,Auditory,Bachelor of Arts (General Arts Background)
Female,17,7,Accountant,Mathematics,Economics,Business,Accounting,Logical,BSc. Administration - Legon Campus
Male ,20,6,Trauma Surgeon,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Surgery
Male ,15,7,Hardware Design Engineer,General Knowledge in Art,Physics,Mathematics,Technology,Spatial,BSc. Computer Engineering
Female,18,13,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,19,22,Primary School Teacher,English Language,Mathematics,Creative Arts,Education,Visual,BSc. Education
Male ,23,16,Agricultural and Food Scientist,Biology,Chemistry,Physics,Agriculture,Verbal,BSc. Agricultural Engineering
Female,30,8,Prosthodontist,Biology,Chemistry,Physics,Science,Social,Bachelor of Dental Surgery
Male ,14,8,Research and Development Scientist,Biology,Chemistry,Mathematics,Science,Analytical,Doctor of Pharmacy
Male ,28,15,Software Developer,Mathematics,Physics,ICT,Technology,Logical,BSc. Mathematical Sciences
Female,26,16,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts (General Arts Background)
Male ,22,6,Full-Stack Developer,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Male ,19,8,Music Teacher,Theater Arts,English Language,Creative Arts,Music,Musical,BSc. Education
Male ,27,8,Business Intelligence Analyst,Business,Mathematics,ICT,Business,Analytical,BSc. Computer Engineering
Male ,18,20,Irrigation Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Female,19,17,Neuropsychologist,Biology,Chemistry,Physics,Science,Analytical,BSc. Psychology
Female,27,13,Artificial Intelligence (AI) Engineer,Mathematics,Physics,ICT,Technology,Logical,BSc. Mathematical Sciences
Female,20,24,Advertising Copywriter,English Language,Creative Arts,Business,Advertising,Verbal,Bachelor of Arts Full-Fee Paying
Female,20,6,Dental Anesthesiologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Dental Surgery
Male ,18,7,Chief Operating Officer (COO),Business,Economics,Mathematics,Business,Logical,BSc. Administration - Legon Campus
Female,22,21,Small Business Owner,Business,Business,Economics,Business,Global,BSc. Administration - City Campus
Male ,17,12,Environmental Health and Safety Specialist,Chemistry,Physics,Mathematics,Science,Logical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,24,8,Financial Analyst,Mathematics,Economics,Business,Finance,Logical,BSc. Administration - Legon Campus
Female,27,18,Data Scientist,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,26,19,Education Consultant,English Language,Business,Psychology,Education,Verbal,BSc. Education
Male ,17,14,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts (General Arts Background)
Female,16,6,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Female,24,18,Curriculum Specialist,English Language,Mathematics,Science,Education,Sequential,BSc. Education
Male ,17,17,Composite Materials Engineer,Physics,Chemistry,Mathematics,Engineering,Sequential,BSc. Materials Science & Engineering
Male ,25,22,Medical laboratory technician,Biology,Chemistry,Mathematics,Science,Visual,BSc. Biological Sciences
Male ,24,9,Geriatric Physical Therapist,Biology,Social Studies,History,History,Social,BSc. Physiotherapy
Male ,31,7,Nutritionist,Biology,Chemistry,Mathematics,Nutrition,Logical,BSc. Nutrition & Dietetics
Male ,22,11,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - Legon Campus (Full-Fee Paying)
Male ,27,9,Textile Designer,Creative Arts,General Knowledge in Art,English Language,Fashion,Visual,BSc. Food & Clothing
Male ,28,20,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts Full-Fee Paying
Male ,16,11,Data Architect,ICT,Mathematics,ICT,Technology,Logical,BSc. Mathematical Sciences
Female,19,15,Sculptor,Creative Arts,English Language,General Knowledge in Art,Arts,Kinesthetic,Bachelor of Fine Arts
Male ,31,8,Full-Stack Developer,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Female,19,6,Software Architect,ICT,ICT,Mathematics,Technology,Logical,BSc. Computer Engineering
Female,26,20,Writer,English Language,Creative Arts,History,Literature,Linguistic,Bachelor of Arts Full-Fee Paying
Male ,16,19,Agricultural Biotechnology Researcher,Biology,Chemistry,Physics,Agriculture,Verbal,BSc. Agricultural Engineering
Female,16,7,Neurosurgeon,Biology,Chemistry,Physics,Science,Reflective,Bachelor of Surgery
Female,14,15,DevOps Engineer,Mathematics,ICT,Physics,Technology,Logical,BSc. Mathematical Sciences
Male ,15,7,Medical Lab Technologist,Biology,Chemistry,Science,Science,Logical,BSc. Medical Laboratory Sciences
Female,17,7,Plastic Surgeon,Biology,Chemistry,Physics,Science,Spatial,Bachelor of Surgery
Female,22,18,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts Full-Fee Paying
Female,16,25,Public Relations Specialist,English Language,English Language,Business,Communications,Verbal,BSc. Administration - Distance Education
Female,17,6,Materials Testing Technician,Physics,Chemistry,Mathematics,Engineering,Kinesthetic,BSc. Materials Science & Engineering
Male ,30,15,DevOps Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Mathematical Sciences
Female,23,18,Product Development Engineer,Physics,Chemistry,Mathematics,Engineering,Logical,BSc. Materials Science & Engineering (Full-Feepaying)
Male ,16,14,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts (General Arts Background)
Male ,15,6,Trauma Surgeon,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Surgery
Male ,15,12,Oceanographer,Biology,Chemistry,Physics,Science,Naturalistic,BSc. Earth Sciences
Male ,18,20,Seismologist,Science,Physics,Mathematics,Science,Analytical,BSc. Earth Sciences
Female,19,10,Regulatory Affairs Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
